step,vehicle,speed,route,distance_to_intersection,in_control_zone,raw_decision,final_decision
87,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
87,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
87,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
88,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
88,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
88,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
88,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
89,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
89,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
89,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
89,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
90,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
90,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
90,car2,2.6,E_W,18.427449154912594,True,PROCEED,PROCEED
90,car3,2.600000000000005,W_E,18.981807903273783,True,PROCEED,PROCEED
91,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
91,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
91,car2,5.2,E_W,14.620316337096893,True,PROCEED,PROCEED
91,car3,5.200000000000005,W_E,15.120275772019777,True,PROCEED,PROCEED
92,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
92,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
92,car2,7.800000000000001,E_W,11.255006675903491,True,PROCEED,PROCEED
92,car3,7.800000000000004,W_E,11.50049414604067,True,PROCEED,PROCEED
93,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
93,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
93,car2,10.4,E_W,14.153173070801131,True,PROCEED,PROCEED
93,car3,10.400000000000004,W_E,13.878998039358615,True,PROCEED,PROCEED
94,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
94,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
94,car2,13.0,E_W,24.425913856633088,True,PROCEED,PROCEED
94,car3,13.000000000000004,W_E,23.92072439452555,True,PROCEED,PROCEED
95,car0,0.0,N_S,35.24576682991362,True,PROCEED,PROCEED
95,car1,0.0,S_N,35.35773550515821,True,PROCEED,PROCEED
95,car2,13.89,E_W,37.3177317764902,True,WAIT,WAIT
95,car3,13.89,W_E,36.77391495585447,True,WAIT,WAIT
96,car0,2.6,N_S,37.72002580847449,True,PROCEED,PROCEED
96,car1,2.6,S_N,37.83254391539135,True,PROCEED,PROCEED
96,car2,9.39,E_W,46.36076321201087,False,FREE,FREE
96,car3,9.39,W_E,45.80690070397733,False,FREE,FREE
97,car0,5.2,N_S,42.713386943421504,True,PROCEED,PROCEED
97,car1,5.2,S_N,42.82659002032851,True,PROCEED,PROCEED
97,car2,11.99,E_W,58.068049094842685,False,FREE,FREE
97,car3,11.99,W_E,57.50723703579278,False,FREE,FREE
98,car0,7.800000000000001,N_S,50.282048437863146,False,FREE,FREE
98,car1,7.800000000000001,S_N,50.395624335055125,False,FREE,FREE
98,car2,13.89,E_W,71.74737071600636,False,FREE,FREE
98,car3,13.89,W_E,71.18196731667041,False,FREE,FREE
99,car0,10.4,N_S,60.46515431187483,False,FREE,FREE
99,car1,10.4,S_N,60.57856538245381,False,FREE,FREE
99,car2,13.89,E_W,85.49465287360213,False,FREE,FREE
